game_pk,game_time_local,day_night_code,venue_name,home_team,away_team,double_header,double_header_type,Sum of attendance
564734,4/4/2019 19:07,N,Angel Stadium,Angels,Rangers,N,,42027
564735,4/5/2019 19:07,N,Angel Stadium,Angels,Rangers,N,,41089
564736,4/6/2019 13:05,D,Angel Stadium,Angels,Rangers,N,,31747
564737,4/7/2019 13:07,D,Angel Stadium,Angels,Rangers,N,,42076
564738,4/8/2019 19:07,N,Angel Stadium,Angels,Brewers,N,,28571
564739,4/9/2019 19:07,N,Angel Stadium,Angels,Brewers,N,,28793
564740,4/10/2019 19:07,N,Angel Stadium,Angels,Brewers,N,,30446
564741,4/18/2019 19:07,N,Angel Stadium,Angels,Mariners,N,,33592
564742,4/19/2019 19:07,N,Angel Stadium,Angels,Mariners,N,,41021
564743,4/20/2019 18:07,N,Angel Stadium,Angels,Mariners,N,,41147
564744,4/21/2019 13:07,D,Angel Stadium,Angels,Mariners,N,,34155
564745,4/22/2019 19:07,N,Angel Stadium,Angels,Yankees,N,,35403
564746,4/23/2019 19:07,N,Angel Stadium,Angels,Yankees,N,,38016
564747,4/24/2019 19:07,N,Angel Stadium,Angels,Yankees,N,,37928
564748,4/25/2019 18:07,N,Angel Stadium,Angels,Yankees,N,,39584
564749,4/30/2019 19:07,N,Angel Stadium,Angels,Blue Jays,N,,38797
564750,5/1/2019 19:07,N,Angel Stadium,Angels,Blue Jays,N,,33082
564751,5/2/2019 19:07,N,Angel Stadium,Angels,Blue Jays,N,,40064
564752,5/4/2019 18:10,N,Estadio de Beisbol Monterrey,Angels,Astros,N,,18177
564753,5/5/2019 15:10,D,Estadio de Beisbol Monterrey,Angels,Astros,N,,17614
564754,5/17/2019 19:07,N,Angel Stadium,Angels,Royals,N,,43444
564755,5/18/2019 19:07,N,Angel Stadium,Angels,Royals,N,,43415
564756,5/19/2019 13:07,D,Angel Stadium,Angels,Royals,N,,43329
564757,5/20/2019 19:07,N,Angel Stadium,Angels,Twins,N,,34177
564758,5/21/2019 19:07,N,Angel Stadium,Angels,Twins,N,,32316
564759,5/23/2019 13:07,D,Angel Stadium,Angels,Twins,N,,30992
564760,5/24/2019 19:07,N,Angel Stadium,Angels,Rangers,N,,43806
564761,5/25/2019 19:07,N,Angel Stadium,Angels,Rangers,N,,36392
564762,5/26/2019 13:07,D,Angel Stadium,Angels,Rangers,N,,39406
564763,6/4/2019 19:07,N,Angel Stadium,Angels,Athletics,N,,36009
564764,6/5/2019 19:07,N,Angel Stadium,Angels,Athletics,N,,36065
564765,6/6/2019 19:07,N,Angel Stadium,Angels,Athletics,N,,34109
564766,6/7/2019 19:07,N,Angel Stadium,Angels,Mariners,N,,41495
564767,6/8/2019 19:07,N,Angel Stadium,Angels,Mariners,N,,40569
564768,6/9/2019 13:07,D,Angel Stadium,Angels,Mariners,N,,41614
564769,6/10/2019 19:07,N,Angel Stadium,Angels,Dodgers,N,,45477
564770,6/11/2019 19:07,N,Angel Stadium,Angels,Dodgers,N,,45404
564771,6/25/2019 19:07,N,Angel Stadium,Angels,Reds,N,,37260
564772,6/26/2019 17:07,N,Angel Stadium,Angels,Reds,N,,35272
564773,6/27/2019 19:07,N,Angel Stadium,Angels,Athletics,N,,40231
564774,6/28/2019 19:07,N,Angel Stadium,Angels,Athletics,N,,41913
564775,6/29/2019 19:07,N,Angel Stadium,Angels,Athletics,N,,41447
564776,6/30/2019 13:07,D,Angel Stadium,Angels,Athletics,N,,37668
564777,7/12/2019 19:07,N,Angel Stadium,Angels,Mariners,N,,43140
564778,7/13/2019 18:07,N,Angel Stadium,Angels,Mariners,N,,41549
564779,7/14/2019 13:07,D,Angel Stadium,Angels,Mariners,N,,38560
564780,7/15/2019 19:07,N,Angel Stadium,Angels,Astros,N,,35431
564781,7/16/2019 19:07,N,Angel Stadium,Angels,Astros,N,,42678
564782,7/17/2019 19:07,N,Angel Stadium,Angels,Astros,N,,35738
564783,7/18/2019 18:07,N,Angel Stadium,Angels,Astros,N,,35928
564784,7/25/2019 19:07,N,Angel Stadium,Angels,Orioles,N,,36214
564785,7/26/2019 19:07,N,Angel Stadium,Angels,Orioles,N,,38852
564786,7/27/2019 18:07,N,Angel Stadium,Angels,Orioles,N,,42289
564787,7/28/2019 13:07,D,Angel Stadium,Angels,Orioles,N,,35447
564788,7/29/2019 19:07,N,Angel Stadium,Angels,Tigers,N,,35457
564789,7/30/2019 19:07,N,Angel Stadium,Angels,Tigers,N,,33907
564790,7/31/2019 13:07,D,Angel Stadium,Angels,Tigers,N,,37511
564791,8/12/2019 19:07,N,Angel Stadium,Angels,Pirates,N,,33527
564792,8/13/2019 19:07,N,Angel Stadium,Angels,Pirates,N,,33568
564793,8/14/2019 17:07,N,Angel Stadium,Angels,Pirates,N,,33544
564794,8/15/2019 19:07,N,Angel Stadium,Angels,White Sox,N,,33533
564795,8/16/2019 19:07,N,Angel Stadium,Angels,White Sox,N,,39206
564796,8/17/2019 18:07,N,Angel Stadium,Angels,White Sox,N,,39419
564797,8/18/2019 13:07,D,Angel Stadium,Angels,White Sox,N,,35436
564798,8/27/2019 19:07,N,Angel Stadium,Angels,Rangers,N,,39008
564799,8/28/2019 19:07,N,Angel Stadium,Angels,Rangers,N,,37535
564800,8/30/2019 19:07,N,Angel Stadium,Angels,Red Sox,N,,39788
564801,8/31/2019 18:07,N,Angel Stadium,Angels,Red Sox,N,,43036
564802,9/1/2019 13:07,D,Angel Stadium,Angels,Red Sox,N,,39382
564803,9/9/2019 19:07,N,Angel Stadium,Angels,Indians,N,,35753
564804,9/10/2019 19:07,N,Angel Stadium,Angels,Indians,N,,35508
564805,9/11/2019 17:07,N,Angel Stadium,Angels,Indians,N,,33952
564806,9/13/2019 19:07,N,Angel Stadium,Angels,Rays,N,,39914
564807,9/14/2019 18:07,N,Angel Stadium,Angels,Rays,N,,39056
564808,9/15/2019 13:07,D,Angel Stadium,Angels,Rays,N,,36709
564809,9/24/2019 19:07,N,Angel Stadium,Angels,Athletics,N,,34505
564810,9/25/2019 19:07,N,Angel Stadium,Angels,Athletics,N,,36865
564811,9/26/2019 19:07,N,Angel Stadium,Angels,Astros,N,,39658
564812,9/27/2019 19:07,N,Angel Stadium,Angels,Astros,N,,41763
564813,9/28/2019 18:07,N,Angel Stadium,Angels,Astros,N,,35814
564814,9/29/2019 12:07,D,Angel Stadium,Angels,Astros,N,,34693
632327,9/26/2021 13:07,D,Angel Stadium,Angels,Mariners,N,,22057
632344,9/25/2021 18:07,N,Angel Stadium,Angels,Mariners,N,,30221
632359,9/24/2021 18:38,N,Angel Stadium,Angels,Mariners,N,,18551
632371,9/23/2021 18:38,N,Angel Stadium,Angels,Astros,N,,19829
632395,9/22/2021 18:38,N,Angel Stadium,Angels,Astros,N,,14863
632418,9/21/2021 18:38,N,Angel Stadium,Angels,Astros,N,,18332
632420,9/19/2021 13:07,D,Angel Stadium,Angels,Athletics,N,,22456
632424,9/20/2021 18:38,N,Angel Stadium,Angels,Astros,N,,16070
632444,9/18/2021 18:07,N,Angel Stadium,Angels,Athletics,N,,27150
632466,9/17/2021 18:38,N,Angel Stadium,Angels,Athletics,N,,18918
632619,9/5/2021 13:07,D,Angel Stadium,Angels,Rangers,N,,18492
632620,9/6/2021 18:07,N,Angel Stadium,Angels,Rangers,N,,16241
632625,9/4/2021 18:07,N,Angel Stadium,Angels,Rangers,N,,22697
632632,9/3/2021 18:38,N,Angel Stadium,Angels,Rangers,N,,19074
632655,9/1/2021 16:07,D,Angel Stadium,Angels,Yankees,N,,28753
632675,8/31/2021 18:38,N,Angel Stadium,Angels,Yankees,N,,34813
632690,8/30/2021 18:38,N,Angel Stadium,Angels,Yankees,N,,29436
632697,8/28/2021 18:07,N,Angel Stadium,Angels,Padres,N,,36176
632782,8/27/2021 18:38,N,Angel Stadium,Angels,Padres,N,,25376
632881,8/15/2021 13:07,D,Angel Stadium,Angels,Astros,N,,19281
632918,8/12/2021 18:38,N,Angel Stadium,Angels,Blue Jays,N,,19590
632925,8/14/2021 18:07,N,Angel Stadium,Angels,Astros,N,,27121
632940,8/10/2021 19:07,N,Angel Stadium,Angels,Blue Jays,Y,Split Admission,14443
632965,8/11/2021 18:38,N,Angel Stadium,Angels,Blue Jays,N,,22620
632972,8/13/2021 18:38,N,Angel Stadium,Angels,Astros,N,,23981
633048,8/1/2021 13:07,D,Angel Stadium,Angels,Athletics,N,,21597
633080,7/31/2021 13:05,D,Angel Stadium,Angels,Athletics,N,,23207
633111,7/29/2021 18:38,N,Angel Stadium,Angels,Athletics,N,,18631
633118,7/30/2021 18:38,N,Angel Stadium,Angels,Athletics,N,,28861
633130,7/28/2021 18:38,N,Angel Stadium,Angels,Rockies,N,,16365
633139,7/27/2021 18:38,N,Angel Stadium,Angels,Rockies,N,,16115
633157,7/26/2021 18:38,N,Angel Stadium,Angels,Rockies,N,,22751
633284,7/18/2021 13:07,D,Angel Stadium,Angels,Mariners,N,,23434
633286,7/17/2021 18:07,N,Angel Stadium,Angels,Mariners,N,,28927
633323,7/16/2021 18:38,N,Angel Stadium,Angels,Mariners,N,,40880
633370,7/6/2021 18:38,N,Angel Stadium,Angels,Red Sox,N,,28689
633385,7/7/2021 13:07,D,Angel Stadium,Angels,Red Sox,N,,20001
633389,7/5/2021 18:38,N,Angel Stadium,Angels,Red Sox,N,,38201
633391,7/4/2021 13:07,D,Angel Stadium,Angels,Orioles,N,,18955
633402,7/2/2021 18:38,N,Angel Stadium,Angels,Orioles,N,,23561
633453,7/3/2021 19:07,N,Angel Stadium,Angels,Orioles,N,,28160
633563,6/20/2021 13:07,D,Angel Stadium,Angels,Tigers,N,,21626
633570,6/23/2021 13:07,D,Angel Stadium,Angels,Giants,N,,20620
633624,6/17/2021 18:38,N,Angel Stadium,Angels,Tigers,N,,30709
633650,6/19/2021 19:07,N,Angel Stadium,Angels,Tigers,N,,23175
633654,6/18/2021 18:38,N,Angel Stadium,Angels,Tigers,N,,22734
633670,6/22/2021 18:38,N,Angel Stadium,Angels,Giants,N,,28354
633776,6/9/2021 18:38,N,Angel Stadium,Angels,Royals,N,,10474
633796,6/7/2021 18:38,N,Angel Stadium,Angels,Royals,N,,9481
633826,6/8/2021 18:38,N,Angel Stadium,Angels,Royals,N,,9387
633832,6/3/2021 18:38,N,Angel Stadium,Angels,Mariners,N,,9714
633837,6/4/2021 18:38,N,Angel Stadium,Angels,Mariners,N,,15141
633843,6/6/2021 13:07,D,Angel Stadium,Angels,Mariners,N,,12833
633845,6/5/2021 19:07,N,Angel Stadium,Angels,Mariners,N,,15071
633940,5/26/2021 13:07,D,Angel Stadium,Angels,Rangers,N,,8547
633972,5/25/2021 18:38,N,Angel Stadium,Angels,Rangers,N,,10987
633985,5/23/2021 13:07,D,Angel Stadium,Angels,Athletics,N,,15154
634000,5/22/2021 19:07,N,Angel Stadium,Angels,Athletics,N,,15151
634028,5/21/2021 18:38,N,Angel Stadium,Angels,Athletics,N,,14624
634029,5/19/2021 17:07,N,Angel Stadium,Angels,Indians,N,,10378
634101,5/17/2021 18:38,N,Angel Stadium,Angels,Indians,N,,9527
634102,5/18/2021 18:38,N,Angel Stadium,Angels,Indians,N,,9491
634205,5/9/2021 13:07,D,Angel Stadium,Angels,Dodgers,N,,15294
634213,5/7/2021 18:38,N,Angel Stadium,Angels,Dodgers,N,,15316
634247,5/6/2021 18:38,N,Angel Stadium,Angels,Rays,N,,8840
634262,5/8/2021 18:07,N,Angel Stadium,Angels,Dodgers,N,,15274
634267,5/4/2021 18:38,N,Angel Stadium,Angels,Rays,N,,8152
634281,5/5/2021 18:38,N,Angel Stadium,Angels,Rays,N,,9169
634334,5/3/2021 18:38,N,Angel Stadium,Angels,Rays,N,,10641
634398,4/20/2021 18:38,N,Angel Stadium,Angels,Rangers,N,,12544
634430,4/21/2021 13:07,D,Angel Stadium,Angels,Rangers,N,,9207
634441,5/20/2021 16:07,D,Angel Stadium,Angels,Twins,Y,Split Admission,9820
634465,5/20/2021 13:07,D,Angel Stadium,Angels,Twins,Y,Split Admission,9920
634526,4/16/2021 18:38,N,Angel Stadium,Angels,Twins,N,,13428
634536,4/19/2021 18:38,N,Angel Stadium,Angels,Rangers,N,,11396
634552,4/5/2021 18:38,N,Angel Stadium,Angels,Astros,N,,13447
634586,4/6/2021 13:07,D,Angel Stadium,Angels,Astros,N,,11122
634631,4/2/2021 18:38,N,Angel Stadium,Angels,White Sox,N,,12763
634637,4/4/2021 17:37,N,Angel Stadium,Angels,White Sox,N,,12396
634646,4/3/2021 18:07,N,Angel Stadium,Angels,White Sox,N,,12043
634655,4/1/2021 19:05,N,Angel Stadium,Angels,White Sox,N,,13207
661032,4/26/2022 18:38,N,Angel Stadium,Angels,Guardians,N,,22551
661033,4/24/2022 13:07,D,Angel Stadium,Angels,Orioles,N,,41984
661034,4/25/2022 18:38,N,Angel Stadium,Angels,Guardians,N,,23099
661035,4/23/2022 18:07,N,Angel Stadium,Angels,Orioles,N,,43883
661036,4/11/2022 18:38,N,Angel Stadium,Angels,Marlins,N,,20480
661037,4/22/2022 18:38,N,Angel Stadium,Angels,Orioles,N,,31679
661038,4/12/2022 16:07,D,Angel Stadium,Angels,Marlins,N,,16132
661039,4/10/2022 13:07,D,Angel Stadium,Angels,Astros,N,,41253
661040,4/9/2022 18:07,N,Angel Stadium,Angels,Astros,N,,36139
661041,4/8/2022 18:38,N,Angel Stadium,Angels,Astros,N,,42719
661042,4/7/2022 18:38,N,Angel Stadium,Angels,Astros,N,,44723
663369,8/16/2022 18:38,N,Angel Stadium,Angels,Mariners,N,,20294
663370,8/15/2022 18:38,N,Angel Stadium,Angels,Mariners,N,,23096
663371,8/14/2022 13:07,D,Angel Stadium,Angels,Twins,N,,27515
663372,8/13/2022 18:07,N,Angel Stadium,Angels,Twins,N,,43027
663373,8/12/2022 18:38,N,Angel Stadium,Angels,Twins,N,,33459
663374,8/4/2022 13:07,D,Angel Stadium,Angels,Athletics,N,,23849
663375,8/3/2022 18:38,N,Angel Stadium,Angels,Athletics,N,,25190
663376,8/2/2022 18:38,N,Angel Stadium,Angels,Athletics,N,,22920
663377,7/31/2022 13:07,D,Angel Stadium,Angels,Rangers,N,,29257
663378,7/30/2022 18:07,N,Angel Stadium,Angels,Rangers,N,,32968
663379,7/29/2022 18:38,N,Angel Stadium,Angels,Rangers,N,,29906
663380,7/28/2022 18:38,N,Angel Stadium,Angels,Rangers,N,,29718
663381,5/24/2022 18:38,N,Angel Stadium,Angels,Rangers,N,,23791
663385,7/15/2022 18:38,N,Angel Stadium,Angels,Dodgers,N,,44648
663386,7/14/2022 17:07,N,Angel Stadium,Angels,Astros,N,,34496
663387,6/26/2022 13:07,D,Angel Stadium,Angels,Mariners,N,,26489
663388,6/24/2022 18:38,N,Angel Stadium,Angels,Mariners,N,,35704
663389,6/22/2022 18:49,N,Angel Stadium,Angels,Royals,N,,34792
663390,6/10/2022 18:38,N,Angel Stadium,Angels,Mets,N,,31499
663391,6/7/2022 18:38,N,Angel Stadium,Angels,Red Sox,N,,27627
663392,6/28/2022 18:38,N,Angel Stadium,Angels,White Sox,N,,23979
663396,6/29/2022 18:38,N,Angel Stadium,Angels,White Sox,N,,27612
663397,6/12/2022 16:08,D,Angel Stadium,Angels,Mets,N,,36598
663398,6/8/2022 18:38,N,Angel Stadium,Angels,Red Sox,N,,26587
663399,6/6/2022 18:38,N,Angel Stadium,Angels,Red Sox,N,,29395
663400,5/28/2022 19:07,N,Angel Stadium,Angels,Blue Jays,N,,34005
663401,7/13/2022 18:38,N,Angel Stadium,Angels,Astros,N,,27803
663402,7/12/2022 18:38,N,Angel Stadium,Angels,Astros,N,,27180
663405,10/1/2022 18:07,N,Angel Stadium,Angels,Rangers,N,,32472
663406,9/30/2022 18:38,N,Angel Stadium,Angels,Rangers,N,,32939
663407,9/6/2022 18:38,N,Angel Stadium,Angels,Tigers,N,,20002
663408,8/17/2022 13:07,D,Angel Stadium,Angels,Mariners,N,,19550
663409,9/7/2022 13:07,D,Angel Stadium,Angels,Tigers,N,,15756
663410,8/31/2022 18:38,N,Angel Stadium,Angels,Yankees,N,,43555
663412,6/11/2022 19:07,N,Angel Stadium,Angels,Mets,N,,36408
663413,6/9/2022 18:38,N,Angel Stadium,Angels,Red Sox,N,,28595
663414,5/29/2022 13:07,D,Angel Stadium,Angels,Blue Jays,N,,36568
663415,7/16/2022 19:07,N,Angel Stadium,Angels,Dodgers,N,,44728
663416,5/10/2022 18:38,N,Angel Stadium,Angels,Rays,N,,39313
663419,10/2/2022 13:07,D,Angel Stadium,Angels,Rangers,N,,26041
663420,9/29/2022 18:38,N,Angel Stadium,Angels,Athletics,N,,31293
663421,9/28/2022 18:38,N,Angel Stadium,Angels,Athletics,N,,23573
663422,9/27/2022 18:38,N,Angel Stadium,Angels,Athletics,N,,19374
663423,9/19/2022 13:07,D,Angel Stadium,Angels,Mariners,N,,15594
663424,8/29/2022 18:38,N,Angel Stadium,Angels,Yankees,N,,44537
663425,9/18/2022 13:07,D,Angel Stadium,Angels,Mariners,N,,24929
663426,9/17/2022 18:07,N,Angel Stadium,Angels,Mariners,N,,35538
663427,9/16/2022 18:38,N,Angel Stadium,Angels,Mariners,N,,37480
663428,9/2/2022 18:38,N,Angel Stadium,Angels,Astros,N,,22464
663429,5/8/2022 13:07,D,Angel Stadium,Angels,Nationals,N,,32337
663430,5/7/2022 18:07,N,Angel Stadium,Angels,Nationals,N,,30666
663431,5/6/2022 18:38,N,Angel Stadium,Angels,Nationals,N,,41923
663432,4/28/2022 13:07,D,Angel Stadium,Angels,Guardians,N,,18826
663434,9/5/2022 18:38,N,Angel Stadium,Angels,Tigers,N,,19518
663435,9/4/2022 13:07,D,Angel Stadium,Angels,Astros,N,,28179
663436,9/3/2022 18:07,N,Angel Stadium,Angels,Astros,N,,38244
663437,8/30/2022 18:38,N,Angel Stadium,Angels,Yankees,N,,42684
663438,5/9/2022 18:38,N,Angel Stadium,Angels,Rays,N,,19537
663439,4/27/2022 18:38,N,Angel Stadium,Angels,Guardians,N,,28557
663440,6/27/2022 18:38,N,Angel Stadium,Angels,White Sox,N,,21973
663441,6/25/2022 19:07,N,Angel Stadium,Angels,Mariners,N,,35466
663442,6/21/2022 18:38,N,Angel Stadium,Angels,Royals,N,,20189
663443,6/20/2022 18:38,N,Angel Stadium,Angels,Royals,N,,22234
663444,5/27/2022 18:38,N,Angel Stadium,Angels,Blue Jays,N,,44641
663445,5/26/2022 18:38,N,Angel Stadium,Angels,Blue Jays,N,,28228
663446,5/25/2022 18:38,N,Angel Stadium,Angels,Rangers,N,,22950
663447,5/22/2022 13:07,D,Angel Stadium,Angels,Athletics,N,,40042
663448,5/21/2022 18:07,N,Angel Stadium,Angels,Athletics,N,,39045
663449,5/20/2022 18:38,N,Angel Stadium,Angels,Athletics,N,,32422
663450,5/11/2022 16:07,D,Angel Stadium,Angels,Rays,N,,21045
565606,4/5/2019 19:10,N,Minute Maid Park,Astros,Athletics,N,,43165
565607,4/6/2019 18:10,N,Minute Maid Park,Astros,Athletics,N,,34487
565608,4/7/2019 13:10,D,Minute Maid Park,Astros,Athletics,N,,34902
565609,4/8/2019 18:10,N,Minute Maid Park,Astros,Yankees,N,,27631
565610,4/9/2019 19:10,N,Minute Maid Park,Astros,Yankees,N,,31009
565611,4/10/2019 18:40,N,Minute Maid Park,Astros,Yankees,N,,27685
565612,4/22/2019 19:10,N,Minute Maid Park,Astros,Twins,N,,34518
565613,4/23/2019 19:10,N,Minute Maid Park,Astros,Twins,N,,29409
565614,4/24/2019 19:10,N,Minute Maid Park,Astros,Twins,N,,26582
565615,4/25/2019 19:10,N,Minute Maid Park,Astros,Indians,N,,24948
565616,4/26/2019 19:10,N,Minute Maid Park,Astros,Indians,N,,38084
565617,4/27/2019 15:05,D,Minute Maid Park,Astros,Indians,N,,38667
565618,4/28/2019 18:05,N,Minute Maid Park,Astros,Indians,N,,31025
565619,5/6/2019 19:10,N,Minute Maid Park,Astros,Royals,N,,27079
565620,5/7/2019 19:10,N,Minute Maid Park,Astros,Royals,N,,30377
565621,5/8/2019 19:10,N,Minute Maid Park,Astros,Royals,N,,22698
565622,5/9/2019 19:10,N,Minute Maid Park,Astros,Rangers,N,,26657
565623,5/10/2019 19:10,N,Minute Maid Park,Astros,Rangers,N,,33023
565624,5/11/2019 19:10,N,Minute Maid Park,Astros,Rangers,N,,35849
565625,5/12/2019 13:10,D,Minute Maid Park,Astros,Rangers,N,,41027
565626,5/20/2019 19:10,N,Minute Maid Park,Astros,White Sox,N,,24364
565627,5/21/2019 19:10,N,Minute Maid Park,Astros,White Sox,N,,31392
565628,5/22/2019 19:10,N,Minute Maid Park,Astros,White Sox,N,,30237
565629,5/23/2019 19:10,N,Minute Maid Park,Astros,White Sox,N,,26073
565630,5/24/2019 19:10,N,Minute Maid Park,Astros,Red Sox,N,,35606
565631,5/25/2019 18:15,N,Minute Maid Park,Astros,Red Sox,N,,40722
565632,5/26/2019 13:10,D,Minute Maid Park,Astros,Red Sox,N,,41502
565633,5/27/2019 13:10,D,Minute Maid Park,Astros,Cubs,N,,42135
565634,5/28/2019 19:10,N,Minute Maid Park,Astros,Cubs,N,,31030
565635,5/29/2019 19:10,N,Minute Maid Park,Astros,Cubs,N,,33243
565636,6/7/2019 19:10,N,Minute Maid Park,Astros,Orioles,N,,35414
565637,6/8/2019 15:10,D,Minute Maid Park,Astros,Orioles,N,,38425
565638,6/9/2019 13:10,D,Minute Maid Park,Astros,Orioles,N,,35621
565639,6/11/2019 19:10,N,Minute Maid Park,Astros,Brewers,N,,35928
565640,6/12/2019 19:10,N,Minute Maid Park,Astros,Brewers,N,,40032
565641,6/14/2019 19:10,N,Minute Maid Park,Astros,Blue Jays,N,,34719
565642,6/15/2019 15:10,D,Minute Maid Park,Astros,Blue Jays,N,,38012
565643,6/16/2019 13:10,D,Minute Maid Park,Astros,Blue Jays,N,,42174
565644,6/25/2019 19:10,N,Minute Maid Park,Astros,Pirates,N,,37193
565645,6/26/2019 19:10,N,Minute Maid Park,Astros,Pirates,N,,39312
565646,6/27/2019 13:10,D,Minute Maid Park,Astros,Pirates,N,,38943
565647,6/28/2019 19:10,N,Minute Maid Park,Astros,Mariners,N,,32828
565648,6/29/2019 19:15,N,Minute Maid Park,Astros,Mariners,N,,35082
565649,6/30/2019 13:10,D,Minute Maid Park,Astros,Mariners,N,,32485
565650,7/5/2019 19:10,N,Minute Maid Park,Astros,Angels,N,,41219
565651,7/6/2019 18:15,N,Minute Maid Park,Astros,Angels,N,,39470
565652,7/7/2019 13:10,D,Minute Maid Park,Astros,Angels,N,,37264
565653,7/19/2019 19:10,N,Minute Maid Park,Astros,Rangers,N,,42287
565654,7/20/2019 18:10,N,Minute Maid Park,Astros,Rangers,N,,41643
565655,7/21/2019 13:10,D,Minute Maid Park,Astros,Rangers,N,,37655
565656,7/22/2019 19:10,N,Minute Maid Park,Astros,Athletics,N,,41534
565657,7/23/2019 19:10,N,Minute Maid Park,Astros,Athletics,N,,39204
565658,7/24/2019 13:10,D,Minute Maid Park,Astros,Athletics,N,,41838
565659,8/2/2019 19:10,N,Minute Maid Park,Astros,Mariners,N,,41444
565660,8/3/2019 18:10,N,Minute Maid Park,Astros,Mariners,N,,37059
565661,8/4/2019 13:10,D,Minute Maid Park,Astros,Mariners,N,,39667
565662,8/6/2019 19:10,N,Minute Maid Park,Astros,Rockies,N,,43243
565663,8/7/2019 13:10,D,Minute Maid Park,Astros,Rockies,N,,35566
565664,8/19/2019 19:10,N,Minute Maid Park,Astros,Tigers,N,,40499
565665,8/20/2019 19:10,N,Minute Maid Park,Astros,Tigers,N,,30143
565666,8/21/2019 19:10,N,Minute Maid Park,Astros,Tigers,N,,29567
565667,8/22/2019 19:10,N,Minute Maid Park,Astros,Tigers,N,,27220
565668,8/23/2019 19:10,N,Minute Maid Park,Astros,Angels,N,,35201
565669,8/24/2019 18:10,N,Minute Maid Park,Astros,Angels,N,,37862
565670,8/25/2019 13:10,D,Minute Maid Park,Astros,Angels,N,,38989
565671,8/27/2019 19:10,N,Minute Maid Park,Astros,Rays,N,,28454
565672,8/28/2019 19:10,N,Minute Maid Park,Astros,Rays,N,,25539
565673,8/29/2019 13:10,D,Minute Maid Park,Astros,Rays,N,,33051
565674,9/5/2019 19:10,N,Minute Maid Park,Astros,Mariners,N,,27822
565675,9/6/2019 19:10,N,Minute Maid Park,Astros,Mariners,N,,33149
565676,9/7/2019 18:10,N,Minute Maid Park,Astros,Mariners,N,,41958
565677,9/8/2019 13:10,D,Minute Maid Park,Astros,Mariners,N,,35569
565678,9/9/2019 19:10,N,Minute Maid Park,Astros,Athletics,N,,38289
565679,9/10/2019 19:10,N,Minute Maid Park,Astros,Athletics,N,,32100
565680,9/11/2019 19:10,N,Minute Maid Park,Astros,Athletics,N,,32938
565681,9/12/2019 19:10,N,Minute Maid Park,Astros,Athletics,N,,34024
565682,9/17/2019 19:10,N,Minute Maid Park,Astros,Rangers,N,,39650
565683,9/18/2019 19:10,N,Minute Maid Park,Astros,Rangers,N,,38417
565684,9/20/2019 19:10,N,Minute Maid Park,Astros,Angels,N,,40106
565685,9/21/2019 18:10,N,Minute Maid Park,Astros,Angels,N,,43264
565686,9/22/2019 13:10,D,Minute Maid Park,Astros,Angels,N,,43169
632202,4/10/2021 15:05,D,Minute Maid Park,Astros,Athletics,N,,21760
632220,4/12/2021 19:10,N,Minute Maid Park,Astros,Tigers,N,,15779
632229,4/13/2021 19:10,N,Minute Maid Park,Astros,Tigers,N,,17080
632245,10/3/2021 14:10,D,Minute Maid Park,Astros,Athletics,N,,29752
632249,10/2/2021 18:10,N,Minute Maid Park,Astros,Athletics,N,,29208
632279,10/1/2021 19:10,N,Minute Maid Park,Astros,Athletics,N,,26762
632292,9/30/2021 18:10,N,Minute Maid Park,Astros,Rays,N,,31608
632305,9/29/2021 19:10,N,Minute Maid Park,Astros,Rays,N,,28321
632316,9/28/2021 19:10,N,Minute Maid Park,Astros,Rays,N,,32297
632422,9/19/2021 13:10,D,Minute Maid Park,Astros,D-backs,N,,23888
632456,9/18/2021 18:10,N,Minute Maid Park,Astros,D-backs,N,,25314
632469,9/17/2021 19:10,N,Minute Maid Park,Astros,D-backs,N,,22595
632529,9/11/2021 18:10,N,Minute Maid Park,Astros,Angels,N,,31547
632532,9/12/2021 13:10,D,Minute Maid Park,Astros,Angels,N,,28763
632549,9/10/2021 19:10,N,Minute Maid Park,Astros,Angels,N,,28740
632580,9/8/2021 13:10,D,Minute Maid Park,Astros,Mariners,N,,19089
632590,9/7/2021 19:10,N,Minute Maid Park,Astros,Mariners,N,,20353
632596,9/6/2021 18:10,N,Minute Maid Park,Astros,Mariners,N,,25802
632768,8/25/2021 13:10,D,Minute Maid Park,Astros,Royals,N,,21052
632770,8/23/2021 19:10,N,Minute Maid Park,Astros,Royals,N,,18742
632774,8/20/2021 19:10,N,Minute Maid Park,Astros,Mariners,N,,26899
632776,8/24/2021 19:10,N,Minute Maid Park,Astros,Royals,N,,22964
632793,8/22/2021 13:10,D,Minute Maid Park,Astros,Mariners,N,,27526
632834,8/21/2021 15:10,D,Minute Maid Park,Astros,Mariners,N,,29908
632904,8/11/2021 13:10,D,Minute Maid Park,Astros,Rockies,N,,22200
632957,8/8/2021 13:10,D,Minute Maid Park,Astros,Twins,N,,26825
632973,8/10/2021 19:10,N,Minute Maid Park,Astros,Rockies,N,,28931
632995,8/7/2021 18:10,N,Minute Maid Park,Astros,Twins,N,,29647
632998,8/5/2021 19:10,N,Minute Maid Park,Astros,Twins,N,,26208
633029,8/6/2021 19:10,N,Minute Maid Park,Astros,Twins,N,,29631
633136,7/25/2021 13:10,D,Minute Maid Park,Astros,Rangers,N,,35627
