game_pk,game_time_local,day_night_code,venue_name,home_team,away_team,double_header,double_header_type,Sum of attendance
662017,4/12/2022 18:45,N,Busch Stadium,Cardinals,Royals,N,,40398
662018,6/14/2022 12:15,D,Busch Stadium,Cardinals,Pirates,Y,Split Admission,31193
662019,4/10/2022 13:15,D,Busch Stadium,Cardinals,Pirates,N,,40027
662020,4/9/2022 13:15,D,Busch Stadium,Cardinals,Pirates,N,,45025
662021,4/7/2022 15:15,D,Busch Stadium,Cardinals,Pirates,N,,46256
662036,4/30/2022 13:15,D,Busch Stadium,Cardinals,D-backs,N,,40144
662037,4/29/2022 19:15,N,Busch Stadium,Cardinals,D-backs,N,,40753
662047,4/28/2022 18:45,N,Busch Stadium,Cardinals,D-backs,N,,33464
662048,4/27/2022 12:15,D,Busch Stadium,Cardinals,Mets,N,,34822
565124,4/8/2019 13:20,D,Wrigley Field,Cubs,Pirates,N,,40692
565125,4/10/2019 19:05,N,Wrigley Field,Cubs,Pirates,N,,32798
565126,4/11/2019 18:35,N,Wrigley Field,Cubs,Pirates,N,,31906
565127,4/12/2019 13:20,D,Wrigley Field,Cubs,Angels,N,,30102
565128,4/13/2019 13:20,D,Wrigley Field,Cubs,Angels,N,,38755
565129,6/3/2019 15:05,D,Wrigley Field,Cubs,Angels,N,,39843
565130,4/19/2019 13:20,D,Wrigley Field,Cubs,D-backs,N,,33938
565131,4/20/2019 13:20,D,Wrigley Field,Cubs,D-backs,N,,37667
565132,4/21/2019 13:20,D,Wrigley Field,Cubs,D-backs,N,,38181
565133,4/23/2019 19:05,N,Wrigley Field,Cubs,Dodgers,N,,35536
565134,4/24/2019 19:05,N,Wrigley Field,Cubs,Dodgers,N,,35743
565135,4/25/2019 13:20,D,Wrigley Field,Cubs,Dodgers,N,,35451
565136,5/3/2019 13:20,D,Wrigley Field,Cubs,Cardinals,N,,34978
565137,5/4/2019 15:05,D,Wrigley Field,Cubs,Cardinals,N,,39601
565138,5/5/2019 18:05,N,Wrigley Field,Cubs,Cardinals,N,,36499
565139,5/6/2019 19:05,N,Wrigley Field,Cubs,Marlins,N,,34555
565140,5/7/2019 19:05,N,Wrigley Field,Cubs,Marlins,N,,35274
565141,5/8/2019 18:35,N,Wrigley Field,Cubs,Marlins,N,,37241
565142,5/9/2019 13:20,D,Wrigley Field,Cubs,Marlins,N,,32301
565143,5/10/2019 13:20,D,Wrigley Field,Cubs,Brewers,N,,37870
565144,5/11/2019 13:20,D,Wrigley Field,Cubs,Brewers,N,,39598
565145,5/12/2019 18:05,N,Wrigley Field,Cubs,Brewers,N,,37267
565146,5/20/2019 19:05,N,Wrigley Field,Cubs,Phillies,N,,37909
565147,5/21/2019 18:05,N,Wrigley Field,Cubs,Phillies,N,,36768
565148,5/22/2019 19:05,N,Wrigley Field,Cubs,Phillies,N,,39246
565149,5/23/2019 13:20,D,Wrigley Field,Cubs,Phillies,N,,37173
565150,5/24/2019 13:20,D,Wrigley Field,Cubs,Reds,N,,35266
565151,5/25/2019 13:20,D,Wrigley Field,Cubs,Reds,N,,40929
565152,5/26/2019 13:20,D,Wrigley Field,Cubs,Reds,N,,40884
565153,6/4/2019 19:05,N,Wrigley Field,Cubs,Rockies,N,,36753
565154,6/5/2019 19:05,N,Wrigley Field,Cubs,Rockies,N,,35395
565155,6/6/2019 13:20,D,Wrigley Field,Cubs,Rockies,N,,36375
565156,6/7/2019 13:20,D,Wrigley Field,Cubs,Cardinals,N,,40671
565157,6/8/2019 18:15,N,Wrigley Field,Cubs,Cardinals,N,,41005
565158,6/9/2019 18:05,N,Wrigley Field,Cubs,Cardinals,N,,39545
565159,6/18/2019 19:05,N,Wrigley Field,Cubs,White Sox,N,,41192
565160,6/19/2019 19:05,N,Wrigley Field,Cubs,White Sox,N,,39776
565161,6/20/2019 19:05,N,Wrigley Field,Cubs,Mets,N,,38956
565162,6/21/2019 13:20,D,Wrigley Field,Cubs,Mets,N,,41078
565163,6/22/2019 13:20,D,Wrigley Field,Cubs,Mets,N,,41106
565164,6/23/2019 13:20,D,Wrigley Field,Cubs,Mets,N,,39077
565165,6/24/2019 19:05,N,Wrigley Field,Cubs,Braves,N,,37603
565166,6/25/2019 19:05,N,Wrigley Field,Cubs,Braves,N,,37333
565167,6/26/2019 19:05,N,Wrigley Field,Cubs,Braves,N,,38017
565168,6/27/2019 13:20,D,Wrigley Field,Cubs,Braves,N,,39823
565169,7/12/2019 13:20,D,Wrigley Field,Cubs,Pirates,N,,40740
565170,7/13/2019 13:20,D,Wrigley Field,Cubs,Pirates,N,,40286
565171,7/14/2019 13:20,D,Wrigley Field,Cubs,Pirates,N,,39291
565172,7/15/2019 19:05,N,Wrigley Field,Cubs,Reds,N,,36935
565173,7/16/2019 19:05,N,Wrigley Field,Cubs,Reds,N,,39788
565174,7/17/2019 13:20,D,Wrigley Field,Cubs,Reds,N,,37260
565175,7/19/2019 13:20,D,Wrigley Field,Cubs,Padres,N,,39526
565176,7/20/2019 13:20,D,Wrigley Field,Cubs,Padres,N,,40314
565177,7/21/2019 13:20,D,Wrigley Field,Cubs,Padres,N,,39954
565178,8/2/2019 13:20,D,Wrigley Field,Cubs,Brewers,N,,41424
565179,8/3/2019 13:20,D,Wrigley Field,Cubs,Brewers,N,,41186
565180,8/4/2019 13:20,D,Wrigley Field,Cubs,Brewers,N,,40466
565181,8/5/2019 19:05,N,Wrigley Field,Cubs,Athletics,N,,40721
565182,8/6/2019 19:05,N,Wrigley Field,Cubs,Athletics,N,,40627
565183,8/7/2019 13:20,D,Wrigley Field,Cubs,Athletics,N,,41179
565184,8/20/2019 19:05,N,Wrigley Field,Cubs,Giants,N,,36969
565185,8/21/2019 19:05,N,Wrigley Field,Cubs,Giants,N,,38619
565186,8/22/2019 13:20,D,Wrigley Field,Cubs,Giants,N,,36366
565187,8/23/2019 13:20,D,Wrigley Field,Cubs,Nationals,N,,39889
565188,8/24/2019 13:20,D,Wrigley Field,Cubs,Nationals,N,,40658
565189,8/25/2019 13:20,D,Wrigley Field,Cubs,Nationals,N,,40518
565190,8/30/2019 13:20,D,Wrigley Field,Cubs,Brewers,N,,40276
565191,8/31/2019 13:20,D,Wrigley Field,Cubs,Brewers,N,,40178
565192,9/1/2019 13:20,D,Wrigley Field,Cubs,Brewers,N,,40912
565193,9/2/2019 13:20,D,Wrigley Field,Cubs,Mariners,N,,39133
565194,9/3/2019 19:05,N,Wrigley Field,Cubs,Mariners,N,,33958
565195,9/13/2019 15:05,D,Wrigley Field,Cubs,Pirates,N,,39080
565196,9/14/2019 13:20,D,Wrigley Field,Cubs,Pirates,N,,39928
565197,9/15/2019 13:20,D,Wrigley Field,Cubs,Pirates,N,,39103
565198,9/16/2019 19:05,N,Wrigley Field,Cubs,Reds,N,,33753
565199,9/17/2019 19:05,N,Wrigley Field,Cubs,Reds,N,,34267
565200,9/18/2019 19:05,N,Wrigley Field,Cubs,Reds,N,,36578
565201,9/19/2019 18:15,N,Wrigley Field,Cubs,Cardinals,N,,39524
565202,9/20/2019 13:20,D,Wrigley Field,Cubs,Cardinals,N,,39106
565203,9/21/2019 13:20,D,Wrigley Field,Cubs,Cardinals,N,,40071
565204,9/22/2019 13:20,D,Wrigley Field,Cubs,Cardinals,N,,38606
632332,9/26/2021 13:20,D,Wrigley Field,Cubs,Cardinals,N,,26547
632339,9/24/2021 13:20,D,Wrigley Field,Cubs,Cardinals,Y,Split Admission,29030
632351,9/25/2021 13:20,D,Wrigley Field,Cubs,Cardinals,N,,32918
632400,9/22/2021 18:40,N,Wrigley Field,Cubs,Twins,N,,24402
632404,9/21/2021 18:40,N,Wrigley Field,Cubs,Twins,N,,25594
632508,9/12/2021 13:20,D,Wrigley Field,Cubs,Giants,N,,32021
632547,9/11/2021 13:20,D,Wrigley Field,Cubs,Giants,N,,34723
632550,9/10/2021 13:20,D,Wrigley Field,Cubs,Giants,N,,29439
632566,9/8/2021 18:40,N,Wrigley Field,Cubs,Reds,N,,25861
632597,9/6/2021 13:20,D,Wrigley Field,Cubs,Reds,N,,27289
632613,9/5/2021 13:20,D,Wrigley Field,Cubs,Pirates,N,,30155
632624,9/4/2021 13:20,D,Wrigley Field,Cubs,Pirates,N,,30020
632637,9/7/2021 18:40,N,Wrigley Field,Cubs,Reds,N,,24925
632646,9/2/2021 19:05,N,Wrigley Field,Cubs,Pirates,N,,26963
632660,9/3/2021 13:20,D,Wrigley Field,Cubs,Pirates,N,,24441
632738,8/25/2021 13:20,D,Wrigley Field,Cubs,Rockies,Y,Split Admission,24161
632771,8/22/2021 13:20,D,Wrigley Field,Cubs,Royals,N,,29640
632792,8/23/2021 19:05,N,Wrigley Field,Cubs,Rockies,N,,25577
632822,8/25/2021 17:30,N,Wrigley Field,Cubs,Rockies,Y,Split Admission,24936
632824,8/21/2021 13:20,D,Wrigley Field,Cubs,Royals,N,,34005
632826,8/20/2021 13:20,D,Wrigley Field,Cubs,Royals,N,,31835
632946,8/11/2021 19:05,N,Wrigley Field,Cubs,Brewers,N,,29619
632970,8/8/2021 18:09,N,Wrigley Field,Cubs,White Sox,N,,39412
632980,8/6/2021 13:20,D,Wrigley Field,Cubs,White Sox,N,,39539
632997,8/10/2021 13:20,D,Wrigley Field,Cubs,Brewers,Y,Split Admission,29031
633000,8/10/2021 19:05,N,Wrigley Field,Cubs,Brewers,Y,Split Admission,28674
633012,8/7/2021 13:20,D,Wrigley Field,Cubs,White Sox,N,,40077
633016,8/12/2021 13:20,D,Wrigley Field,Cubs,Brewers,N,,32502
633103,7/28/2021 19:05,N,Wrigley Field,Cubs,Reds,N,,30134
633124,7/29/2021 13:20,D,Wrigley Field,Cubs,Reds,N,,32793
633160,7/27/2021 19:05,N,Wrigley Field,Cubs,Reds,N,,28153
633170,7/23/2021 13:20,D,Wrigley Field,Cubs,D-backs,N,,34059
633182,7/26/2021 19:05,N,Wrigley Field,Cubs,Reds,N,,29215
633186,7/24/2021 13:20,D,Wrigley Field,Cubs,D-backs,N,,37190
633204,7/25/2021 13:20,D,Wrigley Field,Cubs,D-backs,N,,32602
633337,9/24/2021 19:05,N,Wrigley Field,Cubs,Cardinals,Y,Split Admission,35020
633356,7/10/2021 18:15,N,Wrigley Field,Cubs,Cardinals,N,,39368
633365,7/9/2021 13:20,D,Wrigley Field,Cubs,Cardinals,N,,36192
633375,7/7/2021 19:05,N,Wrigley Field,Cubs,Phillies,N,,28860
633386,7/5/2021 19:05,N,Wrigley Field,Cubs,Phillies,N,,37165
633393,7/6/2021 19:05,N,Wrigley Field,Cubs,Phillies,N,,30095
633397,7/8/2021 19:05,N,Wrigley Field,Cubs,Phillies,N,,30727
633537,6/22/2021 19:05,N,Wrigley Field,Cubs,Indians,N,,35493
633542,6/21/2021 19:05,N,Wrigley Field,Cubs,Indians,N,,32934
633613,6/19/2021 13:20,D,Wrigley Field,Cubs,Marlins,N,,35846
633629,6/20/2021 13:20,D,Wrigley Field,Cubs,Marlins,N,,37158
633638,6/18/2021 19:05,N,Wrigley Field,Cubs,Marlins,N,,32505
633689,6/13/2021 18:08,N,Wrigley Field,Cubs,Cardinals,N,,35225
633740,6/12/2021 18:15,N,Wrigley Field,Cubs,Cardinals,N,,39095
633742,6/11/2021 13:20,D,Wrigley Field,Cubs,Cardinals,N,,35112
633855,6/2/2021 13:20,D,Wrigley Field,Cubs,Padres,N,,22056
633870,5/31/2021 13:20,D,Wrigley Field,Cubs,Padres,N,,24824
633875,5/29/2021 13:20,D,Wrigley Field,Cubs,Reds,N,,24275
633880,6/1/2021 19:05,N,Wrigley Field,Cubs,Padres,N,,24824
633931,5/30/2021 13:20,D,Wrigley Field,Cubs,Reds,N,,24824
634024,5/28/2021 13:20,D,Wrigley Field,Cubs,Reds,N,,18478
634052,5/18/2021 18:40,N,Wrigley Field,Cubs,Nationals,N,,11142
634053,5/19/2021 18:40,N,Wrigley Field,Cubs,Nationals,N,,11145
634076,5/17/2021 18:40,N,Wrigley Field,Cubs,Nationals,N,,11144
634112,5/20/2021 13:20,D,Wrigley Field,Cubs,Nationals,N,,11143
634212,5/8/2021 13:20,D,Wrigley Field,Cubs,Pirates,N,,10343
634216,5/7/2021 13:20,D,Wrigley Field,Cubs,Pirates,N,,10343
634230,5/5/2021 18:40,N,Wrigley Field,Cubs,Dodgers,N,,10343
634237,5/9/2021 13:20,D,Wrigley Field,Cubs,Pirates,N,,10343
634264,5/4/2021 13:20,D,Wrigley Field,Cubs,Dodgers,Y,Split Admission,10295
634321,5/4/2021 18:40,N,Wrigley Field,Cubs,Dodgers,Y,Split Admission,10343
634400,4/25/2021 13:20,D,Wrigley Field,Cubs,Brewers,N,,10343
634411,4/20/2021 18:40,N,Wrigley Field,Cubs,Mets,N,,10137
634416,4/24/2021 13:20,D,Wrigley Field,Cubs,Brewers,N,,10343
634419,4/22/2021 18:40,N,Wrigley Field,Cubs,Mets,N,,10343
634426,4/23/2021 13:20,D,Wrigley Field,Cubs,Brewers,N,,10343
634453,4/21/2021 18:40,N,Wrigley Field,Cubs,Mets,N,,10196
634462,4/17/2021 13:20,D,Wrigley Field,Cubs,Braves,N,,10343
634506,4/18/2021 18:08,N,Wrigley Field,Cubs,Braves,N,,10343
634548,4/16/2021 13:20,D,Wrigley Field,Cubs,Braves,N,,10343
634549,4/7/2021 13:20,D,Wrigley Field,Cubs,Brewers,N,,10343
634559,4/6/2021 18:40,N,Wrigley Field,Cubs,Brewers,N,,10343
634566,4/5/2021 18:40,N,Wrigley Field,Cubs,Brewers,N,,10343
634613,4/4/2021 13:20,D,Wrigley Field,Cubs,Pirates,N,,10343
634634,4/1/2021 13:20,D,Wrigley Field,Cubs,Pirates,N,,10343
634643,4/3/2021 13:20,D,Wrigley Field,Cubs,Pirates,N,,10343
661059,8/9/2022 19:05,N,Wrigley Field,Cubs,Nationals,N,,37193
661060,8/8/2022 19:05,N,Wrigley Field,Cubs,Nationals,N,,30904
661061,8/7/2022 13:20,D,Wrigley Field,Cubs,Marlins,N,,30177
661062,8/6/2022 13:20,D,Wrigley Field,Cubs,Marlins,N,,36787
661063,8/5/2022 13:20,D,Wrigley Field,Cubs,Marlins,N,,35689
661064,7/26/2022 13:20,D,Wrigley Field,Cubs,Pirates,N,,30978
661065,7/25/2022 19:05,N,Wrigley Field,Cubs,Pirates,N,,37342
661082,7/17/2022 13:20,D,Wrigley Field,Cubs,Mets,N,,34424
661101,7/14/2022 19:05,N,Wrigley Field,Cubs,Mets,N,,34051
661114,7/16/2022 13:20,D,Wrigley Field,Cubs,Mets,Y,Split Admission,39219
661115,7/16/2022 19:05,N,Wrigley Field,Cubs,Mets,Y,Split Admission,34366
663097,10/2/2022 13:20,D,Wrigley Field,Cubs,Reds,N,,30029
663098,9/28/2022 18:40,N,Wrigley Field,Cubs,Phillies,N,,29368
663099,9/30/2022 13:20,D,Wrigley Field,Cubs,Reds,N,,24297
663110,9/29/2022 13:20,D,Wrigley Field,Cubs,Phillies,N,,23425
663112,9/18/2022 13:20,D,Wrigley Field,Cubs,Rockies,N,,35627
663113,8/23/2022 19:05,N,Wrigley Field,Cubs,Cardinals,Y,Split Admission,28163
663114,8/22/2022 19:05,N,Wrigley Field,Cubs,Cardinals,N,,29719
663115,8/21/2022 13:20,D,Wrigley Field,Cubs,Brewers,N,,34525
663116,8/20/2022 13:20,D,Wrigley Field,Cubs,Brewers,N,,35994
663124,6/17/2022 13:20,D,Wrigley Field,Cubs,Braves,N,,35676
663125,6/16/2022 13:20,D,Wrigley Field,Cubs,Padres,N,,30096
663126,9/16/2022 13:20,D,Wrigley Field,Cubs,Rockies,N,,31775
663127,9/10/2022 13:20,D,Wrigley Field,Cubs,Giants,N,,40086
663128,9/27/2022 18:40,N,Wrigley Field,Cubs,Phillies,N,,32069
663129,9/17/2022 13:20,D,Wrigley Field,Cubs,Rockies,N,,34530
663130,9/11/2022 19:08,N,Wrigley Field,Cubs,Giants,N,,30004
663138,6/5/2022 18:08,N,Wrigley Field,Cubs,Cardinals,N,,31424
663139,6/2/2022 19:05,N,Wrigley Field,Cubs,Cardinals,N,,30466
663142,5/7/2022 18:40,N,Wrigley Field,Cubs,Dodgers,Y,Split Admission,31520
663143,5/20/2022 13:20,D,Wrigley Field,Cubs,D-backs,N,,31235
663144,4/23/2022 13:20,D,Wrigley Field,Cubs,Pirates,N,,39917
663145,4/21/2022 18:40,N,Wrigley Field,Cubs,Pirates,N,,32341
663146,4/20/2022 17:30,N,Wrigley Field,Cubs,Rays,N,,26167
663147,5/30/2022 18:40,N,Wrigley Field,Cubs,Brewers,Y,Split Admission,28620
663149,5/30/2022 12:05,D,Wrigley Field,Cubs,Brewers,Y,Split Admission,39305
663150,5/22/2022 13:20,D,Wrigley Field,Cubs,D-backs,N,,32606
663151,5/16/2022 18:40,N,Wrigley Field,Cubs,Pirates,N,,31119
663152,6/4/2022 18:15,N,Wrigley Field,Cubs,Cardinals,Y,Split Admission,31673
663153,6/3/2022 13:20,D,Wrigley Field,Cubs,Cardinals,N,,32482
663154,5/31/2022 19:05,N,Wrigley Field,Cubs,Brewers,N,,30596
663155,6/15/2022 19:05,N,Wrigley Field,Cubs,Padres,N,,31570
663156,5/18/2022 18:40,N,Wrigley Field,Cubs,Pirates,N,,31631
663157,5/17/2022 18:40,N,Wrigley Field,Cubs,Pirates,N,,30478
663161,5/8/2022 18:08,N,Wrigley Field,Cubs,Dodgers,N,,31424
663162,5/7/2022 12:05,D,Wrigley Field,Cubs,Dodgers,Y,Split Admission,37594
663163,8/23/2022 13:20,D,Wrigley Field,Cubs,Cardinals,Y,Split Admission,27273
663164,5/4/2022 18:40,N,Wrigley Field,Cubs,White Sox,N,,36755
663165,5/3/2022 18:40,N,Wrigley Field,Cubs,White Sox,N,,34206
663166,4/24/2022 13:20,D,Wrigley Field,Cubs,Pirates,N,,28387
663167,10/1/2022 13:20,D,Wrigley Field,Cubs,Reds,N,,31256
663168,9/7/2022 18:40,N,Wrigley Field,Cubs,Reds,N,,27945
663178,4/7/2022 13:20,D,Wrigley Field,Cubs,Brewers,N,,35112
663179,6/4/2022 12:20,D,Wrigley Field,Cubs,Cardinals,Y,Split Admission,32792
663182,6/14/2022 19:05,N,Wrigley Field,Cubs,Padres,N,,29233
663183,6/13/2022 19:05,N,Wrigley Field,Cubs,Padres,N,,31629
663184,6/1/2022 19:05,N,Wrigley Field,Cubs,Brewers,N,,33398
663185,7/1/2022 13:20,D,Wrigley Field,Cubs,Red Sox,N,,34931
663186,7/3/2022 13:20,D,Wrigley Field,Cubs,Red Sox,N,,40185
663187,7/12/2022 19:05,N,Wrigley Field,Cubs,Orioles,N,,31079
663193,5/19/2022 18:40,N,Wrigley Field,Cubs,D-backs,N,,32631
663194,5/21/2022 13:20,D,Wrigley Field,Cubs,D-backs,N,,32269
663195,4/22/2022 19:05,N,Wrigley Field,Cubs,Pirates,N,,25005
663196,4/19/2022 18:40,N,Wrigley Field,Cubs,Rays,N,,26568
663197,4/18/2022 18:40,N,Wrigley Field,Cubs,Rays,N,,26615
663198,7/2/2022 18:15,N,Wrigley Field,Cubs,Red Sox,N,,40298
663199,6/30/2022 19:05,N,Wrigley Field,Cubs,Reds,N,,32318
663204,4/10/2022 13:20,D,Wrigley Field,Cubs,Brewers,N,,32858
663205,4/9/2022 13:20,D,Wrigley Field,Cubs,Brewers,N,,30369
663215,6/29/2022 19:05,N,Wrigley Field,Cubs,Reds,N,,28987
663216,8/24/2022 19:05,N,Wrigley Field,Cubs,Cardinals,N,,32012
663217,9/9/2022 15:05,D,Wrigley Field,Cubs,Giants,N,,31309
663218,6/19/2022 13:20,D,Wrigley Field,Cubs,Braves,N,,40369
663228,8/19/2022 13:20,D,Wrigley Field,Cubs,Brewers,N,,39962
663229,8/10/2022 13:20,D,Wrigley Field,Cubs,Nationals,N,,29019
663230,7/13/2022 19:05,N,Wrigley Field,Cubs,Orioles,N,,29529
663231,6/28/2022 19:05,N,Wrigley Field,Cubs,Reds,N,,32732
663239,6/18/2022 13:20,D,Wrigley Field,Cubs,Braves,N,,40755
663240,8/25/2022 13:20,D,Wrigley Field,Cubs,Cardinals,N,,28803
663241,9/8/2022 13:20,D,Wrigley Field,Cubs,Reds,N,,23910
663242,9/6/2022 18:40,N,Wrigley Field,Cubs,Reds,N,,27600
564833,4/5/2019 16:10,D,Chase Field,D-backs,Red Sox,N,,48338
564834,4/6/2019 17:10,N,Chase Field,D-backs,Red Sox,N,,35969
564835,4/7/2019 13:10,D,Chase Field,D-backs,Red Sox,N,,31565
564836,4/9/2019 18:40,N,Chase Field,D-backs,Rangers,N,,16620
564837,4/10/2019 18:40,N,Chase Field,D-backs,Rangers,N,,15871
564838,4/11/2019 18:40,N,Chase Field,D-backs,Padres,N,,15449
564839,4/12/2019 18:40,N,Chase Field,D-backs,Padres,N,,22209
564840,4/13/2019 17:10,N,Chase Field,D-backs,Padres,N,,27256
564841,4/14/2019 13:10,D,Chase Field,D-backs,Padres,N,,25489
564842,4/26/2019 18:40,N,Chase Field,D-backs,Cubs,N,,30664
564843,4/27/2019 17:10,N,Chase Field,D-backs,Cubs,N,,27793
564844,4/28/2019 13:10,D,Chase Field,D-backs,Cubs,N,,29477
564845,4/30/2019 18:40,N,Chase Field,D-backs,Yankees,N,,36352
564846,5/1/2019 12:40,D,Chase Field,D-backs,Yankees,N,,31365
564847,5/9/2019 18:40,N,Chase Field,D-backs,Braves,N,,17751
564848,5/10/2019 18:40,N,Chase Field,D-backs,Braves,N,,21932
564849,5/11/2019 17:10,N,Chase Field,D-backs,Braves,N,,33168
564850,5/12/2019 13:10,D,Chase Field,D-backs,Braves,N,,27460
564851,5/13/2019 18:40,N,Chase Field,D-backs,Pirates,N,,15418
564852,5/14/2019 18:40,N,Chase Field,D-backs,Pirates,N,,21047
564853,5/15/2019 12:40,D,Chase Field,D-backs,Pirates,N,,17258
564854,5/17/2019 18:40,N,Chase Field,D-backs,Giants,N,,26806
564855,5/18/2019 19:10,N,Chase Field,D-backs,Giants,N,,25014
564856,5/19/2019 13:10,D,Chase Field,D-backs,Giants,N,,24061
564857,5/31/2019 18:40,N,Chase Field,D-backs,Mets,N,,24664
564858,6/1/2019 19:10,N,Chase Field,D-backs,Mets,N,,34888
564859,6/2/2019 13:10,D,Chase Field,D-backs,Mets,N,,26945
564860,6/3/2019 18:40,N,Chase Field,D-backs,Dodgers,N,,24124
564861,6/4/2019 18:40,N,Chase Field,D-backs,Dodgers,N,,29784
564862,6/5/2019 12:40,D,Chase Field,D-backs,Dodgers,N,,22753
564863,6/18/2019 18:40,N,Chase Field,D-backs,Rockies,N,,22954
564864,6/19/2019 18:40,N,Chase Field,D-backs,Rockies,N,,21773
564865,6/20/2019 12:40,D,Chase Field,D-backs,Rockies,N,,23294
564866,6/21/2019 18:40,N,Chase Field,D-backs,Giants,N,,29312
564867,6/22/2019 19:10,N,Chase Field,D-backs,Giants,N,,32082
564868,6/23/2019 13:10,D,Chase Field,D-backs,Giants,N,,25071
564869,6/24/2019 18:40,N,Chase Field,D-backs,Dodgers,N,,24675
564870,6/25/2019 18:40,N,Chase Field,D-backs,Dodgers,N,,27927
564871,6/26/2019 12:40,D,Chase Field,D-backs,Dodgers,N,,28752
564872,7/5/2019 18:10,N,Chase Field,D-backs,Rockies,N,,43056
564873,7/6/2019 19:10,N,Chase Field,D-backs,Rockies,N,,28276
564874,7/7/2019 13:10,D,Chase Field,D-backs,Rockies,N,,22964
564875,7/18/2019 18:40,N,Chase Field,D-backs,Brewers,N,,23985
564876,7/19/2019 18:40,N,Chase Field,D-backs,Brewers,N,,28505
564877,7/20/2019 17:10,N,Chase Field,D-backs,Brewers,N,,38567
564878,7/21/2019 13:10,D,Chase Field,D-backs,Brewers,N,,33111
564879,7/22/2019 18:40,N,Chase Field,D-backs,Orioles,N,,19192
564880,7/23/2019 18:40,N,Chase Field,D-backs,Orioles,N,,20253
564881,7/24/2019 12:40,D,Chase Field,D-backs,Orioles,N,,20452
564882,8/2/2019 18:40,N,Chase Field,D-backs,Nationals,N,,24298
564883,8/3/2019 17:10,N,Chase Field,D-backs,Nationals,N,,33966
564884,8/4/2019 13:10,D,Chase Field,D-backs,Nationals,N,,22976
564885,8/5/2019 18:40,N,Chase Field,D-backs,Phillies,N,,18319
564886,8/6/2019 18:40,N,Chase Field,D-backs,Phillies,N,,17446
564887,8/7/2019 18:40,N,Chase Field,D-backs,Phillies,N,,18140
564888,8/15/2019 18:40,N,Chase Field,D-backs,Giants,N,,19037
564889,8/16/2019 18:40,N,Chase Field,D-backs,Giants,N,,23642
564890,8/17/2019 17:10,N,Chase Field,D-backs,Giants,N,,35366
564891,8/18/2019 13:10,D,Chase Field,D-backs,Giants,N,,26079
564892,8/19/2019 18:40,N,Chase Field,D-backs,Rockies,N,,15443
564893,8/20/2019 18:40,N,Chase Field,D-backs,Rockies,N,,17691
564894,8/21/2019 12:40,D,Chase Field,D-backs,Rockies,N,,17707
564895,8/29/2019 18:40,N,Chase Field,D-backs,Dodgers,N,,22581
564896,8/30/2019 18:40,N,Chase Field,D-backs,Dodgers,N,,34149
564897,8/31/2019 17:10,N,Chase Field,D-backs,Dodgers,N,,50180
564898,9/1/2019 13:10,D,Chase Field,D-backs,Dodgers,N,,34439
564899,9/2/2019 13:10,D,Chase Field,D-backs,Padres,N,,23477
564900,9/3/2019 18:40,N,Chase Field,D-backs,Padres,N,,15402
564901,9/4/2019 18:40,N,Chase Field,D-backs,Padres,N,,18096
564902,9/13/2019 18:40,N,Chase Field,D-backs,Reds,N,,35158
564903,9/14/2019 17:10,N,Chase Field,D-backs,Reds,N,,35151
564904,9/15/2019 13:10,D,Chase Field,D-backs,Reds,N,,25193
564905,9/16/2019 18:40,N,Chase Field,D-backs,Marlins,N,,15897
564906,9/17/2019 18:40,N,Chase Field,D-backs,Marlins,N,,19745
564907,9/18/2019 12:40,D,Chase Field,D-backs,Marlins,N,,17731
564908,9/23/2019 18:40,N,Chase Field,D-backs,Cardinals,N,,24826
564909,9/24/2019 18:40,N,Chase Field,D-backs,Cardinals,N,,26097
564910,9/25/2019 12:40,D,Chase Field,D-backs,Cardinals,N,,21420
564911,9/27/2019 18:40,N,Chase Field,D-backs,Padres,N,,32244
564912,9/28/2019 17:10,N,Chase Field,D-backs,Padres,N,,46477
564913,9/29/2019 12:10,D,Chase Field,D-backs,Padres,N,,45446
632206,4/13/2021 12:40,D,Chase Field,D-backs,Athletics,N,,7010
632209,4/11/2021 13:10,D,Chase Field,D-backs,Reds,N,,10981
632231,4/12/2021 18:40,N,Chase Field,D-backs,Athletics,N,,8768
632253,10/3/2021 12:10,D,Chase Field,D-backs,Rockies,N,,12565
632269,10/2/2021 17:10,N,Chase Field,D-backs,Rockies,N,,19418
632276,10/1/2021 18:40,N,Chase Field,D-backs,Rockies,N,,15189
632337,9/26/2021 13:10,D,Chase Field,D-backs,Dodgers,N,,16648
632340,9/24/2021 18:40,N,Chase Field,D-backs,Dodgers,N,,19001
632353,9/25/2021 17:10,N,Chase Field,D-backs,Dodgers,N,,28026
632374,9/23/2021 12:40,D,Chase Field,D-backs,Braves,N,,6880
632392,9/22/2021 18:40,N,Chase Field,D-backs,Braves,N,,10631
632426,9/20/2021 18:40,N,Chase Field,D-backs,Braves,N,,9642
632428,9/21/2021 18:40,N,Chase Field,D-backs,Braves,N,,8879
632573,9/8/2021 12:40,D,Chase Field,D-backs,Rangers,N,,6354
632595,9/7/2021 18:40,N,Chase Field,D-backs,Rangers,N,,8758
632601,9/5/2021 13:10,D,Chase Field,D-backs,Mariners,N,,14408
632623,9/4/2021 17:10,N,Chase Field,D-backs,Mariners,N,,18819
632672,8/31/2021 18:40,N,Chase Field,D-backs,Padres,N,,10818
632681,9/1/2021 12:40,D,Chase Field,D-backs,Padres,N,,5945
